,title,logo,site,name,covid_res,addr,desc_by_thomas,desc_by_company,annual_sales,industry,employee_num,add_act,year_founded,key_personnel,linked_in,twitter,youtube,facebook
0,"MH MFG., a SEACOMP Company Carlsbad, California, CA 92009",//cdn.thomasnet.com/ccp/30864294/297003.png,https://www.mh-mfg.com/,"MH MFG., a SEACOMP Company",True,"Carlsbad, CA 92009 | ","Contract manufacturer of electronics for home automation, consumer goods and medical industries. Capabilities include assembly, prototyping, plastic injection molding and welding. Product development, design and engineering services are also offered. Secondary services such as bulk/retail packaging, pad printing, laser etching, sourcing, testing and warehousing are provided. Lean manufacturing capable. UL listed. ISO9001 and ISO13485 certified.","SEACOMP offers turnkey solutions, product development, manufacturing, and logistics services through our electronics manufacturing division, MH MFG. We specialize in designing, engineering and manufacturing industrial products, consumer electronics, and medical devices.,

Partner with MH MFG as your electronics manufacturer and you will receive high quality control of your product's materials and electronic components, customization of production processes to meet your product's unique needs, and strict protection of your product design's intellectual property.,

Our company's vision is to make great ideas into great products. If your product design falls into this criteria, please start the conversation to see if we would be a good fit for each other. Choosing a manufacturing partner is a huge investment and we want to ensure that your product development goals are met.,

MH MFG meets your unique needs through a new product introduction (NPI) roadmap to get your product from concept to manufacturing, ",$25 - 49.9 Mil,Custom Manufacturer,100-199,Service Company,1989,"Michael Szymanski, CEO,Terry Arbaugh, VP Sales and Marketing,John MacVicar, VP of Manufacturing,Cy Johnson, Director of Engineering",https://www.linkedin.com/company/seacomp-mhmfg-displaytech-hdppower/,https://www.linkedin.com/company/seacomp-mhmfg-displaytech-hdppower/,https://www.youtube.com/channel/UC5W6gFkLQUIHlbIWSIUmcdQ/,https://www.facebook.com/THOMASNET-97220725556/
1,"Precision Mfg. Co., Inc. Dayton, Ohio, OH 45404-2542",//cdn.thomasnet.com/ccp/00109144/228159.jpg,https://precmfgco.com/,"Precision Mfg. Co., Inc.",True,"Dayton, OH 45404-2542 | ","Hub Zone, Woman-owned wiring harness & electromechanical assembler, Certified ISO 9001:2008, IPC/A620 & A610, J-STD-001. Capabilities include prototyping, soldering, tinning, ultrasonic splicing, wire cutting, crimping, computerized electrical testing, inspection & document control, kitting, military harness construction & packaging, bar coding, custom labeling, EDI scheduling & shipping. Industries served include military, energy (nuclear,) trucking, fire protection, automotive & industrial & others.",,"Minority Owned ?,Small / Disadv. / HBZN ?,Woman Owned ?,Veteran Owned ?,$1 - 4.9 Mil",Custom Manufacturer,10-49,"Manufacturer, Service Company, Finishing Service Company",1967,Not Available,https://www.linkedin.com/company/thomasforindustry,https://www.linkedin.com/company/thomasforindustry,https://www.youtube.com/user/ThomasnetVideo,https://www.facebook.com/THOMASNET-97220725556/
2,"Profab Electronics, Inc. Pompano Beach, Florida, FL 33069",//cdn.thomasnet.com/ccp/30342364/297298.png,https://profabelectronics.com/,"Profab Electronics, Inc.",True,"Pompano Beach, FL 33069 | ","AS9100 & ISO13485 contract manufacturer of circuit board assemblies, supporting prototype through medium/high volume production. On-time delivery included. Serves the aerospace/defense, medical, lighting, commercial, and RF/wireless Industries.",AS9100 .... ISO 13485 .... ISO 9001 .... ITAR Registered .... WOSB,"Minority Owned ?,Small / Disadv. / HBZN ?,Woman Owned ?,Veteran Owned ?,$10 - 24.9 Mil",Custom Manufacturer,10-49,"Manufacturer, Service Company, Finishing Service Company",1993,Not Available,https://www.linkedin.com/company/thomasforindustry,https://www.linkedin.com/company/thomasforindustry,https://www.youtube.com/user/ThomasnetVideo,https://www.facebook.com/THOMASNET-97220725556/
3,"Pivot International Lenexa, Kansas, KS 66215",//cdn.thomasnet.com/ccp/01203680/288666.png,https://www.pivotint.com,Pivot International,True,"Lenexa, KS 66215 | ","Product design, development, engineering and manufacturing services in small, complex prototype to high-volume production runs. Capabilities include industrial design, mechanical and electrical engineering, software development, project management, 3D printing, and contract, global, and electronic manufacturing. Supply chain and product management, business development, and regulatory compliance services are also available. Serves various industries such as medical, consumer, wireless, fitness, industrial, and biometric and security. FDA registered. Meets standards including UL, TUV, CE, IEC, and FCC.","Pivot International is a one-source product design, development, engineering and manufacturing firm with strengths in software development, electrical engineering, mechanical engineering, and industrial design. Headquartered in Lenexa, Kansas, with global company-owned support operations, Pivot provides the benefits of working with a domestic organization and the financial advantages of international tooling, procurement and manufacturing. Pivot International is a global single-source expert with locations in US, UK, Asia to serve clients around the world. Its subsidiaries include Mid-Continent Custom Electronics (MCCE), DigitTron Technologies, Avatar Engineering, Electronic Design and Manufacturing (EDM), WideBlue, A2E Limited, and Castle Creations.,

We look forward to being your strategic partner for product development, cost reductions, and contract manufacturing.",$50 - 99.9 Mil,Custom Manufacturer,500-999,Service Company,1972,"Mark Dohnalek, President & CEO,Derald Herinckx, Vice President of Business Development,Tom McKeon, Senior Dir., Account Management,Steve Pope, Dir., New Account Management,Tom Tougas, Dir., Global Engineering",https://www.linkedin.com/company/382986/,https://www.linkedin.com/company/382986/,https://www.youtube.com/channel/UCzPyqscZHpXk8A2FeSKJG2A?view_as=subscriber,https://www.facebook.com/PivotIntl
4,"PGF Technology Group, Inc. Rochester Hills, Michigan, MI 48309",//cdn.thomasnet.com/ccp/01063980/285697.png,https://www.pgftech.com/,"PGF Technology Group, Inc.",True,"Rochester Hills, MI 48309 | ","Contract manufacturer of surface mount and through-hole electronic printed circuit board (PCB) assemblies, custom cables and wire harnesses. Cable, wire harness, RF and data link assemblies available. Types of cables include motor, servo, power, signal, sensor and C-track cables. Wire and cable or wire connectors also provided. Prototype and low to high volume production offered. Wire processing, testing, and quality assurance services also available. Serves the aerospace, agricultural, automotive, computer, construction, firefighting equipment, grinding technology, material handling, medical, military, motorcycle, telecommunication, transportation and other industries. REACH compliant. On-time delivery. 12 month warranty.","We strive to establish a long-term relationship with our customers based on mutual respect, trust, and loyalty. Our customer focused operating philosophy singles PGF out from the rest by getting past the industry rhetoric and buzz words.,

Our company specializes in printed circuit board assemblies, custom cables and wire harnesses. Our manufacturing capabilities range from prototype to high production quantities. It is without a doubt that our commitments to on-time delivery and superior quality have earned us the admiration of our customers. Our competitive pricing and continuous cost saving measures have been the corner stone of our growth in gaining new customers.",Not Available,Manufacturer,Not Available,"Custom Manufacturer, Service Company",1970,Not Available,https://www.linkedin.com/company/pgf-technology-group,https://www.linkedin.com/company/pgf-technology-group,https://www.youtube.com/user/ThomasnetVideo,https://www.facebook.com/THOMASNET-97220725556/
